_id,ndc11,part,rxcui,acqDate,name,labeler,deaSchedule,attribution,mpc,ingredients,ingredientsAvailable,rxnavImageObjectId,rxnavImageFileName,rxnavImageSize,nlmImageObjectId,nlmImageFileName,nlmImageSize,rxnavImageSizeFull,nlmImageSizeFull,imageSize,rxnavImageSize1024,rxnavImageSize800,nlmImageSize800,rxnavImageSize600,nlmImageSize600,rxnavImageSize300,nlmImageSize300,rxnavImageSize120,nlmImageSize120,relabelersNdc9,status,splSetId,splRootId,splVersion
{'$oid': '5a32f6a2eb4525ea9e82c8ac'},53489-0591-01,1,828348,12-02-2009,Cyclobenzaprine hydrochloride 10 MG Oral Tablet,"Mutual Pharmaceutical Company, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 7, 'color': 'WHITE', 'imprint': 'MP;577', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': ['cyclobenzaprine hydrochloride 10 mg'], 'inactive': ['silicon dioxide', 'starch, corn', 'hypromelloses', 'lactose', 'magnesium stearate', 'cellulose, microcrystalline', 'polyethylene glycols', 'propylene glycol']}",True,185669215,53489-0591-01_RXNAVIMAGE10_3E339F6C.jpg,513863,168891999,53489-0591-01_NLMIMAGE10_3E339F6C.jpg,371932,513863,371932.0,3351.0,207722,132755,85132.0,82863,52920.0,24551,15645.0,4475,3351.0,"[{'@sourceNdc9': '53489-0591', 'ndc9': ['53808-0862']}]",,ac490da0-6347-4f5d-bcae-c23261b43725,f31e2835-b272-4f87-bbc7-6cb4ec25fde9,4.0
{'$oid': '5a32f6a2eb4525ea9e82c8ad'},00603-3079-21,1,828348,12-02-2009,Cyclobenzaprine hydrochloride 10 MG Oral Tablet,"Qualitest Pharmaceutical, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 7, 'color': 'YELLOW', 'imprint': '2632;V', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': ['cyclobenzaprine hydrochloride 10 mg'], 'inactive': ['croscarmellose sodium', 'fd&c yellow no. 6', 'hypromelloses', 'lactose monohydrate', 'magnesium stearate', 'cellulose, microcrystalline', 'polyethylene glycols', 'titanium dioxide', 'd&c yellow no. 10', 'polysorbate 80']}",True,185651130,00603-3079-21_RXNAVIMAGE10_F4267A63.jpg,616947,168873914,00603-3079-21_NLMIMAGE10_F4267A63.jpg,481130,616947,481130.0,5009.0,260828,169959,122993.0,106468,77052.0,31664,23014.0,6020,5009.0,"[{'@sourceNdc9': '00603-3079', 'ndc9': ['00615-3520', '50436-4842', '52125-0173', '52125-0465', '52959-0042', '63739-0531', '68084-0397', '68788-9069', '76237-0143', '54569-2573', '54569-3193', '54569-5184', '50090-0375', '50090-0376', '50090-0377']}]",,6ecd47d4-c618-48b1-a38d-1d558d54fd09,0ba0ef37-ecbd-41ab-8820-9af647b54586,10.0
{'$oid': '5a32f6a2eb4525ea9e82c8ae'},00378-1620-01,1,991086,12-02-2009,Dicyclomine Hydrochloride 20 MG Oral Tablet,Mylan Pharmaceuticals Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 7, 'color': 'BLUE', 'imprint': 'M;D6', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': ['dicyclomine hydrochloride 20 mg'], 'inactive': ['anhydrous lactose', 'silicon dioxide', 'fd&c blue no. 1', 'magnesium stearate', 'cellulose, microcrystalline', 'starch, corn', 'sodium lauryl sulfate']}",True,185667482,00378-1620-01_RXNAVIMAGE10_B4325A72.jpg,534533,168890266,00378-1620-01_NLMIMAGE10_B4325A72.jpg,400445,534533,400445.0,4051.0,219613,143151,97712.0,90632,61870.0,27668,19093.0,5157,4051.0,"[{'@sourceNdc9': '00378-1620', 'ndc9': ['24236-0385', '52125-0666', '68788-9291', '51079-0119', '50090-2186']}]",,ddf980b2-0a5b-4848-b67b-8f54d1dc5ab7,3ff9e059-9575-4ce1-957f-112cfd8a6f04,2.0
{'$oid': '5a32f6a2eb4525ea9e82c8af'},00781-1966-01,1,313988,12-02-2009,Furosemide 40 MG Oral Tablet,Sandoz Inc,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 8, 'color': 'WHITE', 'imprint': 'GG;201', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 2}","{'active': ['furosemide 40 mg'], 'inactive': ['lactose monohydrate', 'magnesium stearate', 'starch, corn']}",True,185650955,00781-1966-01_RXNAVIMAGE10_B5265AE2.jpg,520197,168873739,00781-1966-01_NLMIMAGE10_B5265AE2.jpg,388719,520197,388719.0,3733.0,210860,136397,92197.0,85364,57429.0,25793,17439.0,4804,3733.0,"[{'@sourceNdc9': '00781-1966', 'ndc9': ['48433-0314', '49349-0566', '49999-0030', '50090-0154', '63739-0112', '67046-0222', '67544-0075', '00904-5797']}]",,59b21dbe-30a0-405b-b39e-c19cea7ad9d6,41a5ae29-e9a4-4890-83de-61b9dda9188e,13.0
{'$oid': '5a32f6a2eb4525ea9e82c8b0'},00172-2908-60,1,310429,12-02-2009,Furosemide 20 MG Oral Tablet,"IVAX Pharmaceuticals, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 6, 'color': 'WHITE', 'imprint': '2908', 'imprintType': 'DEBOSSED', 'symbol': True, 'score': 1}","{'active': ['furosemide 20 mg'], 'inactive': ['silicon dioxide', 'starch, corn', 'lactose monohydrate', 'magnesium stearate', 'povidone', 'sodium starch glycolate type a potato']}",True,185647008,00172-2908-60_RXNAVIMAGE10_F7237BEB.jpg,487995,168874459,00172-2908-60_NLMIMAGE10_BC26DE56.jpg,355471,487995,355471.0,3619.0,201555,129370,87085.0,81078,54729.0,24316,16627.0,4495,3619.0,"[{'@sourceNdc9': '00172-2908', 'ndc9': ['00615-1569', '52125-0045', '52125-0466', '55154-6328', '76237-0161']}]",Former imprint,,,
{'$oid': '5a32f6a2eb4525ea9e82c8b1'},00781-5045-01,1,199245,12-02-2009,glimepiride 1 MG Oral Tablet,Sandoz Inc,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 8, 'color': 'PINK', 'imprint': 'cor;164', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 2}","{'active': [], 'inactive': []}",False,185667457,00781-5045-01_RXNAVIMAGE10_AB3255C2.jpg,592438,168890241,00781-5045-01_NLMIMAGE10_AB3255C2.jpg,468476,592438,468476.0,4410.0,255196,167468,124151.0,105157,78082.0,30982,22897.0,5419,4410.0,,,,,
{'$oid': '5a32f6a2eb4525ea9e82c8b2'},50111-0397-01,1,905222,12-02-2009,Hydralazine Hydrochloride 100 MG Oral Tablet,Pliva Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 11, 'color': 'ORANGE', 'imprint': 'PLIVA;397', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': ['hydralazine hydrochloride 100 mg'], 'inactive': ['anhydrous lactose', 'fd&c yellow no. 6', 'aluminum oxide', 'cellulose, microcrystalline', 'sodium starch glycolate type a potato', 'stearic acid']}",True,185651299,50111-0397-01_RXNAVIMAGE10_30269804.jpg,731696,168874083,50111-0397-01_NLMIMAGE10_30269804.jpg,600475,731696,600475.0,5687.0,329877,219436,172601.0,138388,109031.0,41135,32337.0,6558,5687.0,"[{'@sourceNdc9': '50111-0397', 'ndc9': ['52125-0969', '43353-0124']}]",,ddbbdb09-3202-42d7-bbb0-08331dde2f54,2ad7105e-97a4-4ad7-a64d-299fa80c73dc,5.0
{'$oid': '5a32f6a2eb4525ea9e82c8b3'},50111-0327-01,1,905225,12-02-2009,Hydralazine Hydrochloride 25 MG Oral Tablet,Pliva Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 8, 'color': 'ORANGE', 'imprint': 'PLIVA;327', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': ['hydralazine hydrochloride 25 mg'], 'inactive': ['anhydrous lactose', 'fd&c yellow no. 6', 'aluminum oxide', 'cellulose, microcrystalline', 'sodium starch glycolate type a potato', 'stearic acid']}",True,185647019,50111-0327-01_RXNAVIMAGE10_FB237DFB.jpg,675755,168869803,50111-0327-01_NLMIMAGE10_FB237DFB.jpg,543919,675755,543919.0,5499.0,302032,200357,153466.0,127560,98014.0,38477,29783.0,6391,5499.0,"[{'@sourceNdc9': '50111-0327', 'ndc9': ['49349-0079', '51079-0075', '61786-0074', '63739-0126', '61786-0652']}]",,ddbbdb09-3202-42d7-bbb0-08331dde2f54,2ad7105e-97a4-4ad7-a64d-299fa80c73dc,5.0
{'$oid': '5a32f6a2eb4525ea9e82c8b4'},68462-0362-01,1,995281,12-02-2009,Hydroxyzine Hydrochloride 50 MG Oral Tablet,"Glenmark Generics Inc., USA",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 10, 'color': 'WHITE', 'imprint': 'IG;277', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': ['hydroxyzine hydrochloride 50 mg'], 'inactive': ['silicon dioxide', 'crospovidone', 'anhydrous dibasic calcium phosphate', 'lactose monohydrate', 'magnesium stearate', 'cellulose, microcrystalline', 'titanium dioxide', 'hypromellose', 'polyethylene glycol 400', 'polysorbate 80']}",True,185669228,68462-0362-01_RXNAVIMAGE10_4333A1DD.jpg,524957,168892012,68462-0362-01_NLMIMAGE10_4333A1DD.jpg,383485,524957,383485.0,3467.0,208293,133042,85898.0,83087,53342.0,24975,16204.0,4610,3467.0,"[{'@sourceNdc9': '68462-0362', 'ndc9': ['52125-0320', '53808-0632']}]",,,,
{'$oid': '5a32f6a2eb4525ea9e82c8b5'},00185-0010-01,1,896758,12-02-2009,Labetalol hydrochloride 100 MG Oral Tablet,"Eon Labs, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 8, 'color': 'WHITE', 'imprint': 'E;10', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 2}","{'active': ['labetalol hydrochloride 100 mg'], 'inactive': ['starch, corn', 'hypromelloses', 'lactose monohydrate', 'magnesium stearate', 'polyethylene glycol', 'polysorbate 80', 'sodium starch glycolate type a potato', 'titanium dioxide']}",True,185669276,00185-0010-01_RXNAVIMAGE10_5533AADD.jpg,507277,168892060,00185-0010-01_NLMIMAGE10_5533AADD.jpg,369954,507277,369954.0,3400.0,204774,132468,86049.0,82590,53427.0,24238,15689.0,4532,3400.0,"[{'@sourceNdc9': '00185-0010', 'ndc9': ['52125-0472', '61786-0447', '51079-0928']}]",,1111acdb-1f6a-4b5e-955b-a50efe998914,5935b0eb-4384-4bd6-a652-74f8f0c3ab31,16.0
{'$oid': '5a32f6a2eb4525ea9e82c8b6'},00185-0118-01,1,896766,12-02-2009,Labetalol hydrochloride 300 MG Oral Tablet,"Eon Labs, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 11, 'color': 'WHITE', 'imprint': 'E;118', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': ['labetalol hydrochloride 300 mg'], 'inactive': ['starch, corn', 'hypromelloses', 'lactose monohydrate', 'magnesium stearate', 'polyethylene glycol', 'polysorbate 80', 'sodium starch glycolate type a potato', 'titanium dioxide']}",True,185667650,00185-0118-01_RXNAVIMAGE10_F33279F3.jpg,520424,168890434,00185-0118-01_NLMIMAGE10_F33279F3.jpg,379398,520424,379398.0,3264.0,205408,132368,85015.0,81563,52177.0,24318,15680.0,4432,3264.0,"[{'@sourceNdc9': '00185-0118', 'ndc9': ['55154-1082']}]",,1111acdb-1f6a-4b5e-955b-a50efe998914,5935b0eb-4384-4bd6-a652-74f8f0c3ab31,16.0
{'$oid': '5a32f6a2eb4525ea9e82c8b7'},51079-0865-20,1,198428,12-02-2009,lamotrigine 150 MG Oral Tablet,Mylan Institutional Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 11, 'color': 'WHITE', 'imprint': 'M;L53', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 2}","{'active': ['lamotrigine 150 mg'], 'inactive': ['silicon dioxide', 'croscarmellose sodium', 'anhydrous lactose', 'magnesium stearate', 'cellulose, microcrystalline', 'starch, corn', 'sodium lauryl sulfate']}",True,185669130,51079-0865-20_RXNAVIMAGE10_1E338F7C.jpg,516612,168891914,51079-0865-20_NLMIMAGE10_1E338F7C.jpg,380468,516612,380468.0,3430.0,203359,131413,86495.0,82210,53704.0,24959,16539.0,4550,3430.0,"[{'@sourceNdc9': '00378-4253', 'ndc9': ['51079-0865']}]",,3960b810-f239-4ee0-a82f-fc79d6856199,0c94b204-8f63-4605-9522-e653224f7d36,6.0
{'$oid': '5a32f6a2eb4525ea9e82c8b8'},00378-2077-01,1,205326,12-02-2009,Lisinopril 30 MG Oral Tablet,Mylan Pharmaceuticals Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 8, 'color': 'BLUE', 'imprint': 'L;27;M', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185651354,00378-2077-01_RXNAVIMAGE10_4426A255.jpg,558479,168874138,00378-2077-01_NLMIMAGE10_4426A255.jpg,431761,558479,431761.0,4327.0,233249,152804,109833.0,96114,69238.0,29265,21171.0,5336,4327.0,"[{'@sourceNdc9': '00378-2077', 'ndc9': ['60429-0211']}]",,a8ad5c56-0368-fbb5-290d-c32d19b8ab06,b5d00625-c292-4e75-8441-01c4fe8a785f,16.0
{'$oid': '5a32f6a2eb4525ea9e82c8b9'},62037-0675-01,1,861010,12-02-2009,Metformin hydrochloride 850 MG Oral Tablet,"Watson Pharma, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 13, 'color': 'WHITE', 'imprint': 'ANDRX;675;850', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': ['metformin hydrochloride 850 mg'], 'inactive': ['magnesium stearate', 'cellulose, microcrystalline', 'povidone', 'hypromellose 2910 (5 mpa.s)', 'polyethylene glycol 400', 'titanium dioxide']}",True,185668673,62037-0675-01_RXNAVIMAGE10_733339C9.jpg,512901,168891457,62037-0675-01_NLMIMAGE10_733339C9.jpg,365464,512901,365464.0,3336.0,201445,130334,80954.0,81784,50978.0,25044,15971.0,4507,3336.0,,,,,
{'$oid': '5a32f6a2eb4525ea9e82c8ba'},00378-7003-93,1,1738503,12-02-2009,Paroxetine Hydrochloride 30 MG Oral Tablet,Mylan Pharmaceuticals Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 9, 'color': 'BLUE', 'imprint': 'M;N3', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': ['paroxetine hydrochloride hemihydrate 30 mg'], 'inactive': ['calcium phosphate, dibasic, dihydrate', 'fd&c blue no. 1', 'hydroxypropyl cellulose (type h)', 'hypromelloses', 'magnesium stearate', 'cellulose, microcrystalline', 'polydextrose', 'polyethylene glycols', 'sodium lauryl sulfate', 'sodium starch glycolate type a potato', 'titanium dioxide', 'triacetin']}",True,185648034,00378-7003-93_RXNAVIMAGE10_74243A01.jpg,604171,168870818,00378-7003-93_NLMIMAGE10_74243A01.jpg,472889,604171,472889.0,4533.0,251653,163381,118154.0,101939,73578.0,30049,21706.0,5570,4533.0,"[{'@sourceNdc9': '00378-7003', 'ndc9': ['53808-0601']}]",,89dd7e24-85fc-4152-89ea-47ec2b48a1ed,164a50d4-2fca-4f20-813f-1f74773ec9bb,10.0
{'$oid': '5a32f6a2eb4525ea9e82c8bb'},00143-1425-01,1,198146,12-02-2009,Prednisone 2.5 MG Oral Tablet,West-ward Pharmaceutical Corp,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 6, 'color': 'WHITE', 'imprint': 'WW;25', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 2}","{'active': [], 'inactive': []}",False,185650943,00143-1425-01_RXNAVIMAGE10_B12658A2.jpg,481759,168873727,00143-1425-01_NLMIMAGE10_B12658A2.jpg,349280,481759,349280.0,3557.0,198502,128215,83279.0,80419,52323.0,24631,16234.0,4623,3557.0,,,,,
{'$oid': '5a32f6a2eb4525ea9e82c8bc'},00378-5105-01,1,312635,12-02-2009,Prochlorperazine 5 MG Oral Tablet,Mylan Pharmaceuticals Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 6, 'color': 'RED', 'imprint': 'M;P1', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185669934,00378-5105-01_RXNAVIMAGE10_4C342631.jpg,649907,168892718,00378-5105-01_NLMIMAGE10_4C342631.jpg,526131,649907,526131.0,5102.0,288157,188644,145520.0,117201,90190.0,33919,25625.0,5979,5102.0,"[{'@sourceNdc9': '00378-5105', 'ndc9': ['00615-2519', '43063-0160', '43063-0353', '43063-0607', '49349-0347', '50090-0110', '50090-0111', '51079-0541', '55289-0568']}]",,6b0e958b-fde0-74ea-b196-1e62f90b5bbe,c5356e2e-3440-430b-aa62-457894df9d00,5.0
{'$oid': '5a32f6a2eb4525ea9e82c8bd'},00054-0077-25,1,198371,12-02-2009,torsemide 20 MG Oral Tablet,"Roxane Laboratories, Inc",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 11, 'color': 'WHITE', 'imprint': '54;017', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 2}","{'active': ['torsemide 20 mg'], 'inactive': ['crospovidone', 'anhydrous lactose', 'magnesium stearate', 'cellulose, microcrystalline', 'povidone']}",True,185667698,00054-0077-25_RXNAVIMAGE10_053282F4.jpg,460453,168890482,00054-0077-25_NLMIMAGE10_053282F4.jpg,328238,460453,328238.0,3283.0,187987,122090,76982.0,77228,49101.0,23982,15518.0,4418,3283.0,,,,,
{'$oid': '5a32f6a2eb4525ea9e82c8be'},10135-0123-01,1,313782,12-02-2009,Acetaminophen 325 MG Oral Tablet,Marlex Pharmaceuticals Inc,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 10, 'color': 'WHITE', 'imprint': 'MLX;123', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 2}","{'active': [], 'inactive': []}",False,185667805,10135-0123-01_RXNAVIMAGE10_2E329704.jpg,501919,168890589,10135-0123-01_NLMIMAGE10_2E329704.jpg,362794,501919,362794.0,3385.0,199466,129117,82672.0,80457,51382.0,24497,15887.0,4556,3385.0,"[{'@sourceNdc9': '10135-0123', 'ndc9': ['67046-0025']}]",,,,
{'$oid': '5a32f6a2eb4525ea9e82c8bf'},51079-0941-05,1,904419,12-02-2009,Alendronic acid 10 MG Oral Tablet,Mylan Institutional Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 8, 'color': 'WHITE', 'imprint': 'M;A7', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': ['alendronate sodium 10 mg'], 'inactive': ['silicon dioxide', 'crospovidone', 'magnesium stearate', 'mannitol', 'cellulose, microcrystalline', 'sodium lauryl sulfate']}",True,185669618,51079-0941-05_RXNAVIMAGE10_D533EAFF.jpg,497349,168892402,51079-0941-05_NLMIMAGE10_D533EAFF.jpg,364308,497349,364308.0,3538.0,198936,127925,83146.0,80479,52370.0,24590,16198.0,4672,3538.0,"[{'@sourceNdc9': '00378-3567', 'ndc9': ['51079-0941']}]",,95366f84-50d3-4c85-8755-9a8958d94be9,3bffa240-c99c-3bf6-e054-00144ff88e88,10.0
{'$oid': '5a32f6a2eb4525ea9e82c8c0'},51079-0131-20,1,856783,12-02-2009,Amitriptyline Hydrochloride 10 MG Oral Tablet,Mylan Institutional Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 6, 'color': 'WHITE', 'imprint': 'M77', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': ['amitriptyline hydrochloride 10 mg'], 'inactive': ['silicon dioxide', 'starch, corn', 'hydroxypropyl cellulose (type h)', 'hypromelloses', 'magnesium stearate', 'cellulose, microcrystalline', 'sodium lauryl sulfate', 'polyethylene glycols', 'sodium starch glycolate type a potato', 'titanium dioxide', 'calcium sulfate', 'talc']}",True,185669982,51079-0131-20_RXNAVIMAGE10_5E342F31.jpg,514943,168892766,51079-0131-20_NLMIMAGE10_5E342F31.jpg,378770,514943,378770.0,3659.0,210153,136237,90364.0,84951,56203.0,25315,16737.0,4725,3659.0,"[{'@sourceNdc9': '51079-0131', 'ndc9': ['55154-5353']}, {'@sourceNdc9': '00378-2610', 'ndc9': ['51079-0131', '61919-0012', '61919-0013']}]",,e454fe56-0896-4d40-862c-95ef0fc0bc82,405261a9-395b-16d6-e054-00144ff8d46c,11.0
{'$oid': '5a32f6a2eb4525ea9e82c8c1'},51079-0133-20,1,856845,12-02-2009,Amitriptyline Hydrochloride 50 MG Oral Tablet,Mylan Institutional Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 8, 'color': 'BROWN', 'imprint': 'M;36', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': ['amitriptyline hydrochloride 50 mg'], 'inactive': ['silicon dioxide', 'starch, corn', 'hydroxypropyl cellulose (type h)', 'hypromelloses', 'magnesium stearate', 'cellulose, microcrystalline', 'polyethylene glycols', 'sodium lauryl sulfate', 'sodium starch glycolate type a potato', 'titanium dioxide', 'fd&c blue no. 2', 'fd&c red no. 40', 'fd&c yellow no. 6']}",True,185668197,51079-0133-20_RXNAVIMAGE10_C132E087.jpg,682237,168890981,51079-0133-20_NLMIMAGE10_C132E087.jpg,551835,682237,551835.0,5387.0,306809,200698,154975.0,124526,95912.0,35872,27454.0,6361,5387.0,"[{'@sourceNdc9': '51079-0133', 'ndc9': ['55154-5066']}, {'@sourceNdc9': '00378-2650', 'ndc9': ['51079-0133']}]",,e454fe56-0896-4d40-862c-95ef0fc0bc82,405261a9-395b-16d6-e054-00144ff8d46c,11.0
{'$oid': '5a32f6a2eb4525ea9e82c8c2'},51079-0147-20,1,856853,12-02-2009,Amitriptyline Hydrochloride 75 MG Oral Tablet,Mylan Institutional Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 11, 'color': 'BLUE', 'imprint': 'M;37', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': ['amitriptyline hydrochloride 75 mg'], 'inactive': ['silicon dioxide', 'starch, corn', 'hydroxypropyl cellulose (type h)', 'hypromelloses', 'magnesium stearate', 'cellulose, microcrystalline', 'polyethylene glycols', 'sodium lauryl sulfate', 'sodium starch glycolate type a potato', 'titanium dioxide', 'fd&c blue no. 2']}",True,185668215,51079-0147-20_RXNAVIMAGE10_C732E3E7.jpg,614634,168890999,51079-0147-20_NLMIMAGE10_C732E3E7.jpg,482217,614634,482217.0,4064.0,253992,163523,117487.0,100412,71720.0,28717,20347.0,5170,4064.0,"[{'@sourceNdc9': '00378-2675', 'ndc9': ['49999-0909', '51079-0147']}]",,,,
{'$oid': '5a32f6a2eb4525ea9e82c8c3'},51079-0563-20,1,856762,12-02-2009,Amitriptyline Hydrochloride 100 MG Oral Tablet,Mylan Institutional Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 11, 'color': 'ORANGE', 'imprint': 'M;38', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': ['amitriptyline hydrochloride 100 mg'], 'inactive': ['silicon dioxide', 'starch, corn', 'hydroxypropyl cellulose (type h)', 'hypromelloses', 'magnesium stearate', 'cellulose, microcrystalline', 'polyethylene glycols', 'sodium lauryl sulfate', 'sodium starch glycolate type a potato', 'titanium dioxide', 'd&c red no. 30', 'd&c yellow no. 10']}",True,185668226,51079-0563-20_RXNAVIMAGE10_CB32E5F7.jpg,683450,168891010,51079-0563-20_NLMIMAGE10_CB32E5F7.jpg,551289,683450,551289.0,5221.0,291774,187695,141459.0,115393,86042.0,33444,24843.0,6215,5221.0,"[{'@sourceNdc9': '00378-2685', 'ndc9': ['16590-0437', '49999-0318', '51079-0563']}]",,,,
{'$oid': '5a32f6a2eb4525ea9e82c8c4'},57896-0921-01,1,198467,12-02-2009,Aspirin 325 MG Delayed Release Oral Tablet,Geri-Care Pharmaceutical Corp,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 11, 'color': 'ORANGE', 'imprint': '44;227', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': ['aspirin 325 mg'], 'inactive': ['ferrosoferric oxide', 'starch, corn', 'd&c yellow no. 10', 'fd&c yellow no. 6', 'hypromelloses', 'polyvinyl acetate phthalate', 'cellulose, microcrystalline', 'polydextrose', 'polyethylene glycols', 'propylene glycol', 'shellac', 'silicon dioxide', 'stearic acid', 'sodium bicarbonate', 'sodium alginate', 'talc', 'titanium dioxide', 'triacetin', 'triethyl citrate', 'dimethicone']}",True,185670036,57896-0921-01_RXNAVIMAGE10_72343951.jpg,670749,168892820,57896-0921-01_NLMIMAGE10_72343951.jpg,536564,670749,536564.0,5947.0,284578,187017,140058.0,117499,87870.0,35386,26674.0,6985,5947.0,"[{'@sourceNdc9': '57896-0921', 'ndc9': ['67046-0164', '68788-0678', '69189-0921', '66267-0026']}]",,,,
